username,game_count,elo
A-Sanchez,50,1224.0
Abdulahi58,50,1888.0
Abdox11,50,1264.0
505KHAN,49,897.0
1abhishekkumarvirgo1,49,1195.0
8888lian,49,678.0
30cmwkolanie,49,682.0
Gorbzzzz,48,396.0
concavecircle,48,1344.0
4LordsChess,47,659.0
abcdabcd1562,47,713.0
1212353,47,1756.0
8x3,47,1220.0
6jordi9,45,571.0
abdallahelazab,45,1500.0
4irF1uxOG,45,592.0
aadarsh-131,45,1131.0
38King_Of_Pawns,44,1394.0
aashishdev96,44,562.0
1386iliya,44,926.0
54653456AA,44,1242.0
1vishal,43,1566.0
65mw,43,1605.0
Aaroni4,43,568.0
AbhimanyuKoushik,43,1648.0
AbanIII,43,1252.0
abdullahnasib,42,821.0
1darthvader,42,1511.0
2205559367,42,1376.0
5iveLa9ine,42,671.0
AAAAAehsan,42,2019.0
10edward10,41,1071.0
88Maestro88,41,1759.0
218Media,41,418.0
89050,41,786.0
3lliimm3,41,1259.0
Aarushbnsal,41,999.0
abderrahmanearab,40,853.0
Abbasin,40,1018.0
3_DE,40,1393.0
7orres,39,848.0
AbanoubAttalla1997,39,1626.0
17sarthak11,39,1400.0
out_the_world,39,935.0
1Reno2,39,1263.0
907juice,39,1305.0
23912lolly,39,1676.0
314rate,38,505.0
Aaradhya6,38,589.0
21Killjoy,38,733.0
20132901,37,1158.0
6gray05,37,738.0
Computer3-HARD,37,1579.0
AbuSaeed1187,37,1467.0
130130,37,1056.0
9I_Bala,37,1046.0
aarat27,37,1282.0
Aayansh_01,36,1240.0
24kXxnder,36,286.0
3BDooSh,36,1395.0
1nisha2,36,586.0
1234GM_HARSH,36,920.0
aabir13,36,1096.0
1993Neha,35,572.0
19ahmad96,35,948.0
1rzv_001,35,1225.0
A1FireBlaster,35,1016.0
Aarav_G,35,703.0
AABRITES,35,1488.0
911master,35,1906.0
a9a1,35,754.0
7heaven11,35,743.0
abdi131,35,549.0
aardvak001,35,1267.0
aaronhuang,34,315.0
abdelllll,34,621.0
9686620985,34,985.0
0SneakyTurtle0,34,560.0
abdella5,34,580.0
AayushPoojaa,34,2193.0
2qwerty2,34,998.0
2jado,34,922.0
Abdo118,34,1010.0
ahuman12345,33,681.0
0quesevayantodos0,33,1033.0
123boobee,33,1208.0
220567,33,615.0
456732506,33,1584.0
2007GVV,33,1440.0
1027451,32,768.0
7amza,32,1349.0
5thSMM,32,1255.0
123kun,32,920.0
1cowboys1,32,1293.0
45672288,32,1228.0
abcdefghijk123000,32,666.0
Komodo1,31,819.0
318rohit,31,1339.0
Abdo_Gamal,31,1823.0
Abdelhalim_Nezer,31,2051.0
64tom64,31,682.0
063401905,31,2160.0
1023901,31,226.0
MS318,31,2110.0
FrenchSniper007,31,1282.0
2244vivek,31,1204.0
4charactersorlonger,31,1275.0
2PUAM,30,989.0
aapriambodo,30,1135.0
aarav360o,30,1184.0
abasafsr,30,1232.0
300890,30,929.0
6uifig3,30,186.0
0anonymous0,30,1145.0
8gustavo88,30,1523.0
2300jeff,30,1225.0
59878,30,778.0
A1983Z,29,1066.0
22092009sherban,29,1225.0
3456743m,29,1516.0
0marTr,28,987.0
Andrew123456789101,28,629.0
ab1000000,28,835.0
Computer1-EASY,28,1208.0
1nopnn1,28,926.0
abdel07,28,1038.0
yosebiya,28,1436.0
6381611325,28,1620.0
hikaru231,28,1481.0
123baotran,28,1160.0
omito50,28,1619.0
3martlets,28,1811.0
1Sirduke,28,1233.0
abdulhameedjamali,28,389.0
Abdu3,28,877.0
01018076734,27,702.0
SwagMeizter,27,1649.0
Aamatythallome,27,1831.0
9Viktor9,27,489.0
12chessmaster12,27,711.0
stockfish,26,2730.0
2Ke2_TH30RYz,26,2181.0
Aadhik611,26,708.0
krenbedak,26,1608.0
ab13581,26,1675.0
abdou613,26,1122.0
3004334879,26,1006.0
6157,26,1171.0
1ggghalll,26,1533.0
1Yaromur1,26,710.0
379414cusdk8org,26,1111.0
506Airborne,26,1024.0
-Jarod-,25,1519.0
aakash756,25,1015.0
cphillips51,25,586.0
99Pixels,25,553.0
aazatyan,25,1197.0
1BigJohn,25,1198.0
1998June21,25,452.0
5tern,25,1215.0
1ato,25,196.0
abdullah1774,25,917.0
577john,25,1203.0
25tadams,25,563.0
a7087788,24,1293.0
900151210,24,991.0
123m97,24,827.0
4crowns,24,656.0
aaronacole,24,1235.0
abdkhamayseh,24,1265.0
001bishop,24,954.0
0Danielito,24,571.0
ozhana,23,1007.0
27apulse,23,943.0
abdoyaser777,23,1446.0
123cuatro,23,559.0
AAlqassami,23,1107.0
aadu5050,22,1644.0
1Orkhan1,22,1316.0
A-Series,22,1639.0
Computer4-IMPOSSIBLE,22,2161.0
154987,22,666.0
AaryaM2008,22,578.0
007Hawkeye,22,890.0
BoilingBubble2,22,1600.0
3YearOldChessProdigy,22,527.0
1586234,22,539.0
1234567890yigittalhe,22,918.0
y1t2321,22,1059.0
Abdulaziz_SA,22,943.0
138OMLegend,22,474.0
abdelrhman007,22,800.0
Abdallajr0,22,1397.0
13044,22,898.0
0GON0,22,588.0
1jdo,22,1831.0
A3110,22,1850.0
abay,21,1523.0
7564j,21,976.0
A7med-Adel,21,1807.0
281shadow,21,845.0
Mateo-BOT,21,1333.0
7Marky7,21,1103.0
A7madsa3ed32,21,790.0
9Sofia9,21,892.0
313541sadas,21,846.0
085963,21,703.0
1Kemputtaja,21,1256.0
123ong4,21,1312.0
976168014otrlinea,20,826.0
005483751,20,956.0
7irish,20,1271.0
Abbott88_O-3,20,1223.0
12373,20,1269.0
abdullahalamgeer,20,834.0
123dragan123,20,2486.0
51582285,20,619.0
1st_Worldchampion,20,1514.0
abdirapiyevumid,20,646.0
4abinhduong,20,796.0
5-SOS,20,1539.0
Abdullahevi,20,1323.0
3srliton,20,934.0
abcdefghijklmnop1235,20,973.0
5thwheel,20,1601.0
123bp,20,1552.0
ababsa1981,20,545.0
01116758108,19,998.0
koketyadete8,19,372.0
3angt,19,1466.0
-TexasT-,19,828.0
6SJ,19,1146.0
AardvarkTears,19,934.0
FortunateCamel,19,2190.0
Queenforme,19,1296.0
777Gamer777,19,1136.0
1_only_sobh,19,1417.0
Izmail,19,2079.0
AbdullaAlMutairi,19,595.0
27cheesforlife,19,908.0
padrino1964,19,1589.0
ArturChessMood05,19,1889.0
7-ate-9,19,901.0
6-45-45,19,1646.0
pawnsfolly,19,1337.0
Turbo_NinjA,18,566.0
2E97,18,894.0
aab1202,18,1063.0
clogged_sphincter,18,1476.0
123goodknight,18,2261.0
Abdullahkul20062006,18,994.0
aaaaaaaaaaaaaaaa26,18,824.0
BrokenBeach,18,881.0
0rbr0,18,831.0
aaa12345,18,711.0
aashi007,18,1036.0
07141985,18,1432.0
2TITAN7,18,1795.0
8Bit_King,18,834.0
manoharm,18,1264.0
AaronFCB,18,1424.0
Aahwan,18,1652.0
1237873,18,532.0
Dot_08,17,1264.0
Noranyas,17,1574.0
greek_kid,17,1676.0
13rah1m,17,1250.0
A-Student,17,2001.0
a3630,17,1590.0
AB8989,17,666.0
aayushjoshi2003,17,967.0
a1a2a34,17,1051.0
18sphotography,17,491.0
100Pixels,17,621.0
abahkau,17,1564.0
AaronB4,17,1042.0
aabhag,17,1340.0
08110811,17,1643.0
aAlquimista,17,1314.0
Adnan132002,17,1706.0
abc3141,17,1362.0
sherpa90,17,1239.0
abdoahmed2004,16,458.0
8-8,16,1291.0
abdo_esam,16,1163.0
094Mochi,16,1238.0
1maksimchess1,16,792.0
3214566796835243647,16,746.0
aadi28,16,1160.0
20lamplight,16,363.0
A7med-7ammad,16,859.0
Hardnard5,16,619.0
aathil_ahamed,16,964.0
1955krug,16,1332.0
GoldCatcher,16,1541.0
Scion5,16,1136.0
123321MeBe_COMPOT,16,834.0
TBAlkhaldy,16,750.0
abdelhak28,16,1419.0
aarnoflynn,15,940.0
abdouav03,15,1851.0
aakashkhurana,15,1037.0
1SpreadCheeks,15,516.0
thundersoft,15,1263.0
10161,15,939.0
jmsmcg87,15,1533.0
123456789aaruni,15,643.0
Thaocute432,15,367.0
3mr_mo7amed,15,1607.0
7s2,15,565.0
BishopbyTrade,15,1580.0
21AOI,15,696.0
abadrj1,15,1397.0
9155790061,15,1474.0
Doctor-Of-Pain,14,1124.0
abdirahmanAbdulahi,14,377.0
abderrazak1987,14,1122.0
72showers,14,987.0
1OLTEANU7,14,902.0
3LAMPIAO8,14,1417.0
14khang65,14,544.0
Abdokhazam,14,714.0
aaaa4445,14,1093.0
abcdefghij232,14,1031.0
331144225,14,1320.0
0Milijah0,14,1033.0
AahilSarkar,14,408.0
14Walz,14,651.0
Abdulkalam2006,14,1647.0
1El,14,1061.0
MJeffery,14,1724.0
18USC1111,14,936.0
aarush1,14,1092.0
01226361866,14,417.0
16July,14,1503.0
abas37,14,907.0
Altomare5,14,1222.0
a9020,14,642.0
A9-AlirEzA,14,1648.0
Abdelatif_Philo,14,2048.0
RookForce20,14,1748.0
12345Jerry,14,464.0
Cess2,14,972.0
l0aar3,14,1053.0
Jardy79,14,1487.0
a7medabdelmo3ty,14,1532.0
47Hassan,14,1129.0
Bezerker19,14,2794.0
Velocity23,14,849.0
Abdurrahim13,14,623.0
Vinicius_Seba,14,1559.0
abdeluahed777,13,944.0
aansibintanglibra,13,1143.0
LazMate,13,603.0
Abby43876,13,1686.0
8stian8,13,1527.0
JohnnyMarleyDavis,13,1401.0
jacktsavas,13,1404.0
100le-,13,1876.0
Majkel101,13,1522.0
arildcamargo,13,1319.0
Chosroes,13,2282.0
ginaarrojo,13,1934.0
A7hmedR,13,1148.0
aashikpraveen,13,438.0
0cy,13,1168.0
abcdfw,13,830.0
2006251,13,1201.0
acoaleksandara,13,1864.0
21Wanheda12,13,675.0
a4m123chess,13,841.0
Bama3737,13,1845.0
2348Ty,13,564.0
yOu_vacUum,13,1480.0
100_Hertz,13,1120.0
07_trAvis,13,701.0
aarcaro,13,1766.0
aaapadana,13,1542.0
1Bhadresh,13,1225.0
chetanjain3d,13,1041.0
19626,13,924.0
28harish,13,1073.0
4zywce,13,1155.0
1234567890suvij,13,629.0
0xJoshua,13,1426.0
4ncy,13,1138.0
sarabahadori,13,555.0
3pichess14,13,1301.0
7SWARAJ7,13,1274.0
3835,13,2012.0
1InAMil,13,1112.0
5756738593493,13,727.0
Constantingasan,13,1667.0
Automaton_Dragon,12,1490.0
10062006,12,1149.0
AAhkami,12,1441.0
PM0369,12,854.0
npulse4,12,1104.0
90068,12,1039.0
hrao20,12,1530.0
Ralph_vilor,12,1526.0
SpunkyPuppy,12,826.0
Simbolae,12,1114.0
1234567898524,12,1358.0
SaladGrenade,12,1598.0
aayushshukla007,12,896.0
Martin-BOT,12,455.0
1997fozan1997,12,691.0
4th_Boy,12,639.0
aa-ron1235,12,1624.0
3101010,12,1425.0
2511678,12,787.0
3rdSlapshBrother,12,1296.0
Marc-WWCM,12,1320.0
Aasutos123,12,928.0
123Tigerworld,12,751.0
26gbush,12,536.0
64squareassasin1223,12,1048.0
Abhimanyusinghbaghel,12,1065.0
1c4_1-0,12,2301.0
0ragingbull0,12,819.0
3107040,12,747.0
1350479,12,918.0
adipermana255,12,1392.0
1015763205,12,1932.0
abdaljabbar,12,1212.0
Komodo9,12,1200.0
10UROZKAN,12,1306.0
Aadarsh2108,12,756.0
Eugla,12,1670.0
emma29am,12,1724.0
Abdin24,12,931.0
OtterCannon,12,701.0
zygis11,12,2238.0
5732,12,804.0
511384,12,1055.0
bhsap,12,1157.0
vadansss,12,1273.0
8MARTA,12,1653.0
135792468012345,12,1421.0
159987,12,1516.0
00Gatsby00,12,1311.0
197525,12,918.0
25edgie,12,788.0
Sheating,11,495.0
GoodCondor,11,1283.0
rameshk123,11,1215.0
Eye_bee_em,11,868.0
Abdullah0000,11,1221.0
mavsfan1,11,1410.0
abdool2,11,563.0
BangNico,11,1234.0
tvs848,11,2062.0
Shawnpatrickyoung,11,1418.0
10415878,11,544.0
aaron1198,11,851.0
Aaron200527,11,908.0
yarnamc,11,2106.0
abdalrmahn-777mt,11,1643.0
0607240990,11,875.0
Abasov_Ali,11,1500.0
Ritzydika44,11,1204.0
jindal_pranav,11,2087.0
201919said,11,1029.0
simplyymia,11,400.0
Abdulameer12,11,1998.0
22cucbku,11,1488.0
huac-moon77,11,1869.0
Aadil_Hasun,11,1421.0
9superhero2013,11,286.0
4everCapa,11,1514.0
339977rp,11,393.0
21Bassman21,11,410.0
702tower2,11,1711.0
matungkas,11,1866.0
Among_us_lover,11,962.0
aakarshmendes,11,965.0
1luisaugustomayo007,11,1634.0
sudeb2003,11,942.0
andreappachie,11,1627.0
1Union,10,879.0
Nap0s,10,827.0
8minor,10,1979.0
6565dsd,10,1186.0
lukaswaldenvik,10,400.0
KurushinPetr,10,1059.0
lbsinghyadav,10,1539.0
datsmehim,10,1590.0
56ychess,10,1498.0
09494841664,10,709.0
Abdomohsen,10,1666.0
35230,10,520.0
CJunaria,10,1593.0
768071,10,1492.0
1cap2tain3,10,608.0
71373,10,1033.0
-Winner-,10,1588.0
45666666,10,1008.0
Wichyaya,10,1429.0
123oblivion1231,10,2206.0
117304,10,1497.0
aaluchoprai,10,976.0
2020ChessKing2021,10,336.0
Oliver-BOT,10,402.0
constantinotgon,10,1610.0
5ive0ine,10,404.0
chavalamns,10,1460.0
404qk,10,845.0
memem4ster420,10,1403.0
cajun55,10,1394.0
gamblor0,10,1268.0
aarontyes,10,502.0
1TheThinker,10,1020.0
KRAUSSRUSSELL,10,1333.0
5585436,10,912.0
wesley69696,10,1144.0
3bl0,10,902.0
8700693,10,1057.0
potrillo01,10,1401.0
johnhodgmansucks,10,1026.0
alej9812,10,2230.0
Fevanels,10,1091.0
MarcelliniusGomes,10,1321.0
01642773883,10,770.0
aashishaashish,10,1150.0
diegooalopezz,9,1175.0
ZeroCal,9,1223.0
Aakashaa,9,1387.0
99YSam,9,1261.0
abayomisaberedowo,9,506.0
abdosoft,9,1034.0
21_Cabbagez,9,1327.0
MockTrial,9,1200.0
AAAA2COEUR,9,827.0
1REM1,9,1207.0
M-osta,9,1245.0
bolt999,9,1567.0
74503081,9,1020.0
86756732,9,1215.0
murphygreen8484,9,1052.0
64_fullstack_64,9,1520.0
864aditya,9,861.0
AryanKumar42,9,826.0
LeoCuevas,9,1900.0
patpatfoo,9,600.0
Purpleman220,9,704.0
16189251M,9,1214.0
mentenblnko,9,1926.0
26621,9,1063.0
crazykingknight,9,1683.0
0972978601,9,645.0
abdalkader24,9,1096.0
4playerchessoffic,9,655.0
01-Khan,9,1071.0
ItsFocus,9,1742.0
003ibo,9,900.0
AAsHutosHJosHi369,9,1499.0
Christ_exalted,9,1285.0
636465,9,1437.0
Abbas_A,9,2154.0
700,9,1504.0
12551,9,1142.0
54656C,9,1136.0
7-The_Dragon-7,9,2001.0
BogdanV300560,9,1611.0
3liZaBTW,9,509.0
Albania191226,9,957.0
dikarad,9,357.0
badiio,9,1227.0
5L07H,9,892.0
drsidbiza,9,1504.0
aaqssd,9,1040.0
083820,9,808.0
Aashu_20795,9,936.0
g9n99,9,1518.0
123chesseasy12345,9,1440.0
0707Butterfly,9,868.0
schnecke22,9,1476.0
AAsswwiinn,9,1567.0
aashirs,9,849.0
smartfren,9,1767.0
GMNC44,9,1062.0
pashafrmla,9,1421.0
DevinTheDude,9,1580.0
YegorJ,9,1626.0
27TheLegend27,9,962.0
3a2012,9,1190.0
816832HC,9,2062.0
Aaronchessgames,9,1008.0
12416plus1member,9,1248.0
45almanyasi,9,940.0
C0m3t_r1d3r,9,1682.0
5stringdemon,9,1477.0
a1win,9,766.0
abaskottp22,9,1426.0
69destroyer,9,1291.0
12sofiia,9,220.0
aban1352,9,1428.0
Yavuz3434,9,929.0
99David66,8,1481.0
PApa_KetcHup,8,1427.0
jalonso3101,8,1502.0
4GezaM,8,1222.0
pvraju,8,696.0
Kelculator,8,1462.0
LeonadroDicaprio,8,1631.0
Learnchess973,8,1649.0
chesssmeame,8,1722.0
vasilex,8,1716.0
1900_rated,8,1080.0
a333a,8,1697.0
Dszky,8,1475.0
NephiRomano,8,1891.0
206v8,8,1064.0
janmanuelheras,8,1810.0
Reywu,8,2100.0
velamala,8,1380.0
122cutegirls,8,523.0
980040380,8,395.0
Let5Down,8,1809.0
4512027944,8,645.0
243435465778685,8,954.0
Lubomir22,8,1476.0
akgshj2002,8,2351.0
stefan_lapadat,8,997.0
Aaromal_rs,8,1547.0
Cesarchess79,8,1734.0
AAthechessguy,8,1321.0
97455946,8,750.0
98cf252,8,1400.0
blitz16412,8,1722.0
Alex4600,8,619.0
7Seil,8,1326.0
bmwloverm5,8,1605.0
blanca123,8,2163.0
47ninjas,8,1674.0
6AgE6,8,1358.0
15krad,8,960.0
13798,8,580.0
Emilthecrusher,8,872.0
prakashkota,8,1217.0
4lbertuss,8,648.0
Ulfednar,8,1091.0
abandonedfalcon,8,1516.0
pauloventura75,8,1498.0
norletsquizon,8,1682.0
ResumeDB,8,1751.0
abcdefg89,8,1605.0
Aam305,8,668.0
08wyl,8,1522.0
401abhiraj,8,1158.0
Militant_Angel,8,1115.0
booc78,8,1636.0
abdanbrq,8,1042.0
4NonYm0u5_UwU,8,887.0
themistocles0,8,1310.0
8983jnt9c9k2k0,8,634.0
Alisa129,8,1673.0
1vipulpandey,8,1225.0
42945,8,660.0
Dionx8,8,1102.0
22deades,8,915.0
A7BAB,8,1225.0
abdoalr7man,8,787.0
rhari19,8,1036.0
Lospwr,8,1576.0
merodeador7,8,1693.0
Aaron_stone_returns,8,1100.0
morenazzo,8,1858.0
365revolutions,8,1454.0
2nd5ous,8,1636.0
crisfex957,8,1786.0
8x8Sn00,8,2257.0
suntree33,8,1617.0
123456789672,8,827.0
nlenka,8,1686.0
18mudit,8,1153.0
Shendo04,8,1670.0
mk77mk,8,1306.0
A264,8,1394.0
Sippy27,8,684.0
0zzy1,8,670.0
jackkejejian,8,1236.0
david122332,8,1020.0
abdelalim1,8,702.0
aaronhelm,8,1276.0
juanbarreno,8,1024.0
vhsina,8,1302.0
Airakaz27,8,1259.0
andy-bibliophile,8,1404.0
osazenomwan,8,1673.0
hamed181818,8,2097.0
193189851052,8,587.0
1238dAwdx,8,907.0
123_sude_123,8,966.0
MoiMaster,8,1430.0
capablancat23,8,1989.0
BoliviaRoots,8,1441.0
1977vlog1977,8,1800.0
88827770sh,8,1324.0
Neath19,8,2160.0
jason1204,8,1756.0
Aachak,8,1039.0
Aapex_Rogue,7,802.0
5921000229,7,1144.0
chessclassforkids,7,1607.0
rotams,7,1583.0
Ramk5575,7,1232.0
abdulahmohalal,7,847.0
2002joshua,7,1245.0
Vegetalex,7,919.0
moon979,7,1591.0
8Morf8,7,702.0
Meetgehi1920,7,1356.0
4ever4ever,7,1497.0
MC-17230130,7,1698.0
adelismail08,7,1153.0
VSJ007,7,1919.0
chudo,7,1601.0
popop1798,7,1591.0
1_and_0,7,1645.0
kish-o-maat,7,1419.0
ferry_setia,7,1717.0
1Meanbean1,7,715.0
9664rac,7,876.0
5262,7,1231.0
abay1234,7,1347.0
123gizemli321,7,731.0
AaribIsmail,7,589.0
ratbadger72,7,1728.0
SaintFrancois,7,1858.0
mohammadmahdibehnasr,7,1585.0
villavilla27,7,1658.0
aasaithambi58,7,1770.0
01237728131,7,894.0
Lilyum2019,7,2079.0
myth1_1999,7,1513.0
Deyusss,7,1541.0
1prongedattack,7,1867.0
91605139,7,402.0
maddtrippie,7,716.0
el_khabeer,7,1387.0
123lk123,7,1056.0
rapidominuto,7,1570.0
Metallicat-Rus,7,1953.0
babu0101,7,1653.0
11oVa,7,981.0
hairychess1,7,1109.0
010ChessMaster010,7,691.0
60svest,7,640.0
11111111086,7,1098.0
BenAnand,7,1617.0
LeviBooking,7,1047.0
girishanem,7,1580.0
98765432101234567890,7,1162.0
Mustafagalal,7,1997.0
531395218,7,857.0
abcd0987,7,1544.0
abdul2750,7,1051.0
MarcoNeyra58,7,1500.0
yeolgi,7,1609.0
abdmoe,7,840.0
KomodoBoss,7,2562.0
AADITYASOMAIYA,7,1355.0
13o7,7,948.0
60397929,7,463.0
homozzapien,7,1544.0
The_One2017,7,940.0
mdonline,7,1439.0
1234Lee,7,1660.0
mokrykr,7,1727.0
samalnawar,7,1223.0
cjameswalk,7,1775.0
4113c,7,1213.0
bijayPumarai,7,1099.0
Ryan_01,7,2215.0
2544sym,7,956.0
